id,title,description,prep_time,cook_time,published,category,servings,owner
d8726ee5-7fd0-49dd-89ba-552f671a03a8,Wisconsin Broccoli-Cheddar Cheese Soup,Make and share this Wisconsin Broccoli-Cheddar Cheese Soup recipe from Food.com.,30,30,2001-09-18,Cheese,4,
aff26b1a-8ced-4e0e-b166-0961d4a082fb,Special Green Bean Casserole,Make and share this Special Green Bean Casserole recipe from Food.com.,10,20,2001-09-18,Vegetable,8,
7a8089b5-b112-49e5-8c17-cc9e824abaf1,Old-Fashion Oatmeal Pie,"This great pie recipe goes back over 100 years. The recipe came from my grandmother's grandmother who was living in Charleston, South Carolina during the 1860's. Family history has it, that during the Civil War, since pecans were in short supply in the South, oatmeal was substituted for the traditional pecan pie and the results were astonishing. Now served at every family gathering since that time.",30,45,2001-09-18,Pie,,
7b7a8cdb-a7ba-458a-8e6d-041e4b235778,Easy Pot Roast,Easiest pot roast ever!! If your a beginner in the kitchen (or not) this is the pot roast recipe for you ;-),15,180,2001-09-18,Roast Beef,,
0de5b3d8-160c-4520-a64b-64c288fe987c,Chocolate Martini,Make and share this Chocolate Martini recipe from Food.com.,5,,2001-09-18,Beverages,1,
048d0c81-d9a4-4a11-8b71-53bd2bef24b7,Easy Lemon Pound Cake,"I have used this cake for so many different things. Its great if you need something at the last minute. Its always comes out good. It's good just as a pound cake, without the drizzled lemon. We like it for strawberry shortcake.",10,60,2001-09-18,Dessert,8,
75236a31-1fa5-49a0-b72b-db362c6e97b2,Crab Delight Fettuccini,Make and share this Crab Delight Fettuccini recipe from Food.com.,5,15,2001-09-18,Crab,5,
15deb312-cc42-4775-a784-e4d86f70c676,Red Lobster Cajun Chicken Linguine,This stuff is JUST like theirs!! My son and daughter-in-law always get this when we eat at RL. They love this.,15,30,2001-09-18,Chicken,2,
347d8997-890d-4a1c-a289-943c8758dcee,Knottsberry Farm Meatloaf,Make and share this Knottsberry Farm Meatloaf recipe from Food.com.,15,75,2001-09-18,Lunch/Snacks,,
d1af163d-1f96-4694-b8e8-98ca8485121c,Ham and eggs - Schinken mit Ei,Make and share this Ham and eggs - Schinken mit Ei recipe from Food.com.,10,10,2001-09-19,Breakfast,4,
90d16f75-da73-4cfa-8a63-dbeb6dca1a3b,Cheese-Eggs with bacon and peppers,Make and share this Cheese-Eggs with bacon and peppers recipe from Food.com.,10,10,2001-09-19,Breakfast,1,
13dab6d1-7ab8-4f93-a8df-3bd4014157ff,Stuffed Bell Peppers,Make and share this Stuffed Bell Peppers recipe from Food.com.,20,45,2001-09-19,Lunch/Snacks,4,
753199bd-1127-4540-963b-d91e4ca0fc6b,Egg Rolls,Make and share this Egg Rolls recipe from Food.com.,45,4,2001-09-19,Lunch/Snacks,,
d1d4cdd9-7cb9-4f8d-9960-072ea5634857,Spinach Ala Pesto Pasta,Make and share this Spinach Ala Pesto Pasta recipe from Food.com.,15,15,2001-09-19,One Dish Meal,6,
b8d1d470-7252-4fbf-913d-cecbd5506fa3,Old Bay Seasoning,Make and share this Old Bay Seasoning recipe from Food.com.,5,,2001-09-19,Free Of...,,
393225e4-6095-4d53-ac6d-1729abab18f5,Basic Potato Salad,Make and share this Basic Potato Salad recipe from Food.com.,30,25,2001-09-19,Healthy,10,
63f706c3-5550-4e4d-b71b-63eee2e99c20,Spaghetti Squash With Parmesan Cheese,Make and share this Spaghetti Squash With Parmesan Cheese recipe from Food.com.,10,60,2001-09-19,Vegetable,,
1ef69ba9-9f09-4b93-ac68-e6f4ec286abf,Ho Ho Cake,Make and share this Ho Ho Cake recipe from Food.com.,10,30,2001-09-19,Breads,12,
e68a1555-76c3-4160-b24f-3963e28209e7,Broccoli Casserole,Make and share this Broccoli Casserole recipe from Food.com.,10,30,2001-09-19,Vegetable,12,
ac88f01b-f53e-40b2-b270-5a39ac4a539a,"Carrot Salad With Cinnamon,lemon and Honey",This simple salad is is very pretty and I've used it as a side dish or even as a filling for pita breads!,10,,2001-09-19,Vegetable,4,
7d2644c1-0465-43a3-94e8-aa242db764dc,Pasta with Mushroom Garlic Sauce,This recipe is for garlic lovers.It is a quick easy meal when you are rushed and want some comfort food,10,15,2001-09-19,One Dish Meal,4,
d7e70a64-27ac-44cf-937e-02603229d485,Ultimate Broccoli Salad,Make and share this Ultimate Broccoli Salad recipe from Food.com.,10,,2001-09-19,Vegetable,12,
4998f08e-936b-45ab-8efc-b6b35947a6d6,Fabulous Zucchini Fritters,From THE REALLY GOOD FOOD COOK BOOK. One of the great side dishes of all time! You can innovate with different cheeses.,15,10,2001-09-19,Cheese,,
3caf781c-b651-4937-aaf0-176b784d71e2,Dairy Queens Onion Rings,Make and share this Dairy Queens Onion Rings recipe from Food.com.,10,20,2001-09-19,Onions,,
3eea0c01-c103-4711-9cda-6d13824270fd,Southwest Dry Rub,Make and share this Southwest Dry Rub recipe from Food.com.,5,,2001-09-19,Low Cholesterol,,
01e69831-5451-42d9-bdf7-90737eadea63,Pecan Sticky Buns,Make and share this Pecan Sticky Buns recipe from Food.com.,0,35,2001-09-19,Fruit,12,
4914f382-af98-450d-a3e9-9d435cd002e3,Boodle's Orange Fool,"Boodle's Club in London's St. James's Street, was founded in 1764 and this luscious fool has been a speciality on the menu for many years. It is a little like a trifle, with a sponge cake base which sops up the creamy, fruit-flavoured mixture on top.",120,120,2001-09-19,Dessert,6,
756670d2-a5b2-4a24-814a-3e37aa6f6e5f,Cabbage Casserole,This stuff is FANTASTIC !!! Like Lasagne with Cabbage instead of the pasta. My youngest son doesn't like cooked cabbage but LOVES this. You can also prepare this nicely in a crockpot.,30,60,2001-09-19,One Dish Meal,15,
0c22f307-75f5-4eab-bd36-55dbe48f3e27,Rosemary Sweet Potato Soup,"When the weather turns to Autumn,my thoughts turn to soup.This is a light soup,good as a first course at Thanksgiving or Christmas dinner,or a light meal with biscuits and salad.",10,38,2001-09-19,Vegetable,6,
da79240a-4e20-42ea-af42-4d9cb1138de3,Malted Milk Cookies,Make and share this Malted Milk Cookies recipe from Food.com.,15,10,2001-09-19,Drop Cookies,40,
413c7f51-8745-49f9-a946-e776412ecb0f,Bubble Tea from BubbleTeaSupply.com,This is a recipe to prepare tapioca to add to your bubble tea or pearl drink. The recipe is from www.bubbleteasupply.com and is used here with permission.,5,60,2001-09-19,Dessert,,
ef5ab09a-59f7-4873-a30a-80d358ec5c0d,Leftover Beef Enchiladas,Great way to use left over roast. I usually put in a couple of Chopped Jalapeno peppers but it depends if you like it hot or not,15,40,2001-09-20,Lunch/Snacks,6,
49192cb7-d3ef-4774-a5dd-a65dd038df5e,Angel Cookies,Another holiday favorite...my mother made these while we were kids. I use them on my holiday cookie plates.,60,8,2001-09-20,Dessert,,
e8da614a-3dea-469a-a9e3-ae37868a5bd8,Apple Dumplings,Make and share this Apple Dumplings recipe from Food.com.,10,45,2001-09-20,Dessert,,
3c6adb73-e7d1-45d5-83eb-602551dc4e99,Granola,"This is a nice granola mix, not too sweet. Try some fresh berries or fruit on top and you have a filling breakfast that stays with you.",10,35,2001-09-20,Breakfast,,
ad214ee0-07a2-47fc-8ff0-137265ca6e29,Marinated Mushrooms,"antipasto platters have become really popular here in NZ...one of my fav summertime lunches, along with some great NZ wine of course. =)",120,120,2001-09-20,Lunch/Snacks,6,
11374faa-3445-4179-8d77-525e4fe5bb3d,Quick Apple Turnovers,Make and share this Quick Apple Turnovers recipe from Food.com.,10,15,2001-09-20,Dessert,8,
6cb1454e-1d0c-4c25-9ae5-daa876c81ffe,Nigerian Coconut Shrimp Rice,Make and share this Nigerian Coconut Shrimp Rice recipe from Food.com.,0,25,2001-09-20,One Dish Meal,4,
1bd5fe5e-b48a-453f-bf73-867f8d554dd7,Grape Juice Cocktail,Make and share this Grape Juice Cocktail recipe from Food.com.,10,,2001-09-20,Beverages,1,
0eb4a098-38e3-4d6b-9075-f5cb76871011,Oven Baked Beef Stew,This is a favorite fall meal in my house. It's easy and frees you up to do something else while it simmers away. Add Potatoes and you have a one pot meat.,15,120,2001-09-20,Stew,6,
ce6128f0-4c28-4567-9c2f-66555b1fe62d,"Baingan Bharta ( Spicy Roasted Eggplant With Tomatoes, Cilantro","Make and share this Baingan Bharta ( Spicy Roasted Eggplant With Tomatoes, Cilantro recipe from Food.com.",60,18,2001-09-20,Vegetable,6,
bcde2fd6-7a2a-40c4-89bf-91c4b79a9e8b,Grilled Ginger Garlic Chicken Breasts,Make and share this Grilled Ginger Garlic Chicken Breasts recipe from Food.com.,10,10,2001-09-20,Lunch/Snacks,4,
e9a1698a-0434-40d4-a0bc-dda69c1198ac,Mc Donald's Hamburgers and  Big Mac Sauce,"This is as close as I think you could ever get to the real thing. I found it in a posting on a newsgroup about a year ago, a former Mc D's employee I think.",20,10,2001-09-20,Meat,,
393e852e-524e-433e-966f-235854addb77,Outback Bloomin' Onion,i used to work at outback and the only batter they use is a normal egg wash 10 eggs per 1 gal of milk. you dust w/ flour then dip in egg wash and then flour again and fry.,20,3,2001-09-20,Lunch/Snacks,,
506c0e75-4188-4728-81ff-57ad29eb4f87,Easy Chicken Cacciatore,Make and share this Easy Chicken Cacciatore recipe from Food.com.,25,60,2001-09-20,One Dish Meal,6,
c8a3644c-08c2-441e-9f74-4387f0f3bcdf,Sweet Onion and Mushroom Casserole,Make and share this Sweet Onion and Mushroom Casserole recipe from Food.com.,20,35,2001-09-20,Vegetable,4,
4d3493b7-81af-41cd-a35a-e6d5eb3fb30b,Feta Mint Cheeseburgers,"The hint of mint with feta cheese is wonderful. Serve these burgers with Cajun Joe's Recipe #9391.  Wow! 
I would like to try this recipe using ground lamb.
Serve with lettuce &amp; Tomato on a bun, You make like some mayo too",10,15,2001-09-20,Lunch/Snacks,4,
c1468e41-00dc-4eb1-b20a-8d44d80b13b7,Effortless Apple Crisp,Make and share this Effortless Apple Crisp recipe from Food.com.,10,35,2001-09-20,Dessert,,
5cdda91c-bb7a-4ce3-85f0-6ad1d58daffd,Ground Beef with Hoisin,"I ""fusion"" this by serving it in a tortilla. I put cheese, salsa, sesame seeds & sour cream in bowls. Guests fill a tortilla as they please. Has always been a success with guests.",15,15,2001-09-20,Meat,5,
3e5b539d-f5f5-45ee-be03-88b056d232b9,Creamed Corn Bread Cases,Make and share this Creamed Corn Bread Cases recipe from Food.com.,10,10,2001-09-20,Quick Breads,,
875e39e8-4a36-449e-a4aa-92b6d356f7af,Chicken Fajitas,Make and share this Chicken Fajitas recipe from Food.com.,0,47,2001-09-20,Chicken,4,
435a852a-9931-42f7-b9d2-bdb3b0ca3c9a,Green Beans 'n Fennel,Make and share this Green Beans 'n Fennel recipe from Food.com.,15,17,2001-09-20,Beans,4,
fedeb6ef-bf43-48a3-b42b-e171215d2653,Honey Mustard Pasta Salad,"This is a one dish meal that will work with ham or chicken, and can be expanded. Broccoli could also be used. Cooking is a creative sport.",5,10,2001-09-21,One Dish Meal,2,
f48f41e8-3019-42b7-b94d-8199a8587eff,Oreo Ice Cream Delight,"This is so good - you have to try it! I'm not a big dessert person, but I always have room for this stuff!",15,15,2001-09-21,Pie,,
aeea14d4-3920-4338-b968-52e02aa46e5a,Creamy Chicken & Broccoli,"This can be made with other veggies instead of broccoli, Our son doesn't like broccoli, for him I make with pea pods or carrots.",20,30,2001-09-21,One Dish Meal,,
53675528-b93c-4678-abe2-33bab5f1b055,Lemonade Pie (No Bake),Make and share this Lemonade Pie (No Bake) recipe from Food.com.,10,240,2001-09-21,Pie,8,
bb233fab-f49d-4774-b26b-d25e8a59def1,"Onions, Onions &amp; More Onions","I posted this recipe way back in 2001(this is 2008) since then my taste in the texture of veggies has changed . I like to have them crunchy.  I didn't want to change the recipe because some folks like it as is. However this is how I make this recipe now -  The sauce is the same. As you can see by my photos I use small (apprx 1 1/2&quot; onions, leave them whole. Cook them for 5 mnutes and bake them in the sauce for only 25 minutes.  They come out crunchy and just cooked  enough.  Enjoy them either way",15,60,2001-09-21,Onions,,
b98cfc6d-cecd-42b3-abf2-1a6ed9f781cf,Beer Nuts,Make and share this Beer Nuts recipe from Food.com.,5,80,2001-09-21,Lunch/Snacks,,
39848573-0f15-489d-93ea-ecc29e2a3579,Irish Pub Beef Stew,Make and share this Irish Pub Beef Stew recipe from Food.com.,20,305,2001-09-21,Stew,,
cc62dce9-f076-45b4-be62-0e1af2c7c8b2,The Real Deal Deviled Eggs,Make and share this The Real Deal Deviled Eggs recipe from Food.com.,10,12,2001-09-21,< 30 Mins,8,
ee2f473c-70b3-46c8-82d9-9bd31c4dccf6,Brandy Snaps,Make and share this Brandy Snaps recipe from Food.com.,15,7,2001-09-21,Drop Cookies,,
580ef7a8-5845-4526-98be-8d1eeb14a2bb,Hot German Potato Salad,Make and share this Hot German Potato Salad recipe from Food.com.,10,20,2001-09-21,Pork,12,
36cde3c1-1b52-4d28-ab64-412d56a586b3,crisp topping,Make and share this crisp topping recipe from Food.com.,35,,2001-09-21,Breads,,
77218766-031a-4baa-8f64-5350121fa19f,Lemon Roast Potatoes,"These potatoes are good with anything but especially good with seafood. First had them at a friend's dinner party, served with dilled salmon, and of course had to have the recipe.",30,180,2001-09-21,Potato,,
7c4a571f-7b52-45b9-a0a0-72c91bc87f27,Enchilada Casserole,Make and share this Enchilada Casserole recipe from Food.com.,15,60,2001-09-21,Cheese,,
06a08325-eb77-48b3-ab14-3bf22566d3a0,Fusilli Four Color Pasta,Make and share this Fusilli Four Color Pasta recipe from Food.com.,20,25,2001-09-21,Lunch/Snacks,4,
7e0015a0-82c0-48d6-88fc-db1a8599a9d5,Mandarin Orange & White Cake,Make and share this Mandarin Orange & White Cake recipe from Food.com.,10,21,2001-09-21,Dessert,,
b5597a97-afde-4825-8ecb-dbc590d6e9ef,Baked Potatoes Florentine,I served these potatoes to a group of 12 at a dinner party and everyone loved them (even spinach haters) They look lovely and are very smooth tasting,20,120,2001-09-21,Lunch/Snacks,8,
b1fa4174-e383-45ab-98c9-ccf344991663,Toffee Fondue,Too great foods: fondue and toffee! This recipe is reprinted with permission from http://www.24hourmom.com,0,15,2001-09-21,Dessert,,
bd3e1ef5-bd42-4d78-8c0b-604d4a1b7b02,Italian Pickled Mushrooms,Make and share this Italian Pickled Mushrooms recipe from Food.com.,15,30,2001-09-21,Lunch/Snacks,,
a186b521-2e97-4293-a1ff-99633e1e03a8,Sauerkraut and Bean Soup,Make and share this Sauerkraut and Bean Soup recipe from Food.com.,25,120,2001-09-21,One Dish Meal,20,
7c0795ef-f8b8-4375-972e-5d369999e614,Deviled Eggs,Make and share this Deviled Eggs recipe from Food.com.,5,15,2001-09-21,Lunch/Snacks,12,
e16cdf8c-1a2b-49a6-9310-459180f4dda2,Jack Daniel's Fudge,Make and share this Jack Daniel's Fudge recipe from Food.com.,2,5,2001-09-21,Candy,16,
a67d669f-386f-4f36-aa6f-8a6f4421aa6e,Herb Pepper-Encrusted Beef Fillet,"This is a delicious treat! I would enjoy this with a baked potato, salad, and some bread. Give it a try, I know you will love it!",5,65,2001-09-21,Meat,8,
9e284033-327d-4dd6-b6e8-da1fe8a44ec2,Mexican Pinwheels,Make and share this Mexican Pinwheels recipe from Food.com.,20,,2001-09-21,Lunch/Snacks,42,
0c753bbc-8d0e-4da1-8636-aa2f8670125e,Irish Beef Stew,Make and share this Irish Beef Stew recipe from Food.com.,5,120,2001-09-21,Stew,8,
8d3eb1b5-ef35-4979-a2e0-1db596a3f043,Sushi-Style Roll-Ups,"I adopted this recipe from the Recipezaar account in February 2005.  When I finally had time to try it, I made a few changes to the recipe.  I wasn't successful in forming the rice &quot;log&quot; around the veggies as described in the original instructions, and instead just spread the rice over the cream cheese layer and added strips of cucumber and red pepper as I rolled it up.  It wasn't exactly sushi form, but it was still pretty and very tasty.",5,270,2001-09-21,White Rice,2,
65c2762a-0d9f-4ec3-98c9-99f82473c366,Puffed up Chiles Rellenos,This is a great lunch or brunch dish. You can use milk instead of cream if you want a few less calories. Serve with a green salad and warm tortillas,15,51,2001-09-23,Lunch/Snacks,,
a9917d3f-9bd9-4584-b2ea-667cf929fb73,Pork Chop Suey,"Chinese Chop Suey made with pork. I've cooked this for the past 45 years...and it's at it's best the following day. My Mom made it this way...so you can figure the recipe is a good 70 years old. Guess that's considered &quot;antique&quot; :) It freezes well, without losing flavor.",30,120,2001-09-23,Pork,,
04ae56c2-b1a7-41f3-a701-b87877b3ac54,Beef Short Ribs With Red Chili Sauce,Make and share this Beef Short Ribs With Red Chili Sauce recipe from Food.com.,15,160,2001-09-23,Meat,6,
9cc600a5-3e5f-4974-b3d1-5abaf3950547,Avocado Salsa,Make and share this Avocado Salsa recipe from Food.com.,5,240,2001-09-23,Sauces,7,
4ff13fc6-4f2c-475e-8a15-67c6c48327fd,Poseidon's Scallops,Attractive super tasty dish. Great for romantic evenings. What's better than scallops? A scallop is what you find inside the Shell Oil shell...,5,6,2001-09-23,Thanksgiving,3,
44ff932d-36a8-44fa-91c3-fef54eb1fe09,Roasted Red Bell Pepper and Garlic Dip,"This is a wonderful dip for crackers, the sweetness of the peppers is mellowed with the spicyness of the garlic.  I use one fresh lime for the juice, it works fine.  Very elegant looking on a cracker tray and it is also good on veggies.",5,,2001-09-23,Spreads,,
418bfa5c-e8ea-439c-82ba-cbc6b2e5e487,Goat Cheese and Herb Dip,Make and share this Goat Cheese and Herb Dip recipe from Food.com.,5,180,2001-09-23,Sauces,8,
0bf3214e-28c5-40ce-9c04-4e7c9d3fc54b,Roasted Red Bell Peppers,Great for antipasta or on sandwich. Can be added to salads. Great with Italian ham and fresh Mozzerella or cream cheese on a platter.,15,20,2001-09-23,Peppers,10,
14e4b749-b698-4ae3-978d-7af82fd5573d,Spicy Glazed Prawns,Lovely as part of a buffet (then the recipe serves 8) or as the main part of your meal (serves 4) good with rice. Quite spicy but you can control the heat,10,35,2001-09-23,Vegetable,,
fd1672ca-23a1-4c11-b743-10e3c818e99c,Avocado and Tomatillo Dip,Make and share this Avocado and Tomatillo Dip recipe from Food.com.,5,,2001-09-23,Sauces,,
a7688685-7df6-45f2-9ec5-d7bbccd2099a,Old Fashioned Baked Apples,"Try serving this for breakfast, kids love them. They hit the spot as an evening treat too  I like to use &quot;release&quot;non stick foil",20,65,2001-09-23,Breakfast,8,
cd17386e-c0ee-4c8d-aebf-60c22d321dc1,Lemon Herby Baby Potatoes,Make and share this Lemon Herby Baby Potatoes recipe from Food.com.,0,15,2001-09-23,Potato,10,
2dcc6f0f-f2e3-4059-9778-8300d811c9ff,Corn and Potato Soup,A fast and easy microwave soup. Most households will have the ingredients on hand. Use dried herbs instead of green onion and try yogurt or ordinary cream instead of sour cream,15,20,2001-09-23,Potato,,
2ef79e25-4995-4c84-8b4f-9a607dd2c793,Fabulous Fettuccine,This was a popular dish when my kids had their cooking classes at school. Became a family favourite.,20,15,2001-09-23,Lunch/Snacks,,
5544da8f-790a-45b5-b413-326292fb912f,Patty Melts,"Really good with fries and slaw.

ETA:  I really like the finished sandwich fried like a grilled cheese.  When I make them that way I toast my rye on the bagel setting, assembling the sandwich &quot;toasted side in&quot;.  I also add Thousand Island Dressing on top of the onions.  Then butter the bread and fry &quot;like a grilled cheese sandwich&quot;.  Nirvana!",10,20,2001-09-23,Lunch/Snacks,4,
fa186305-75c5-4132-86e9-e5e3a0069bed,Swirled Cranberry Cheesecake,Make and share this Swirled Cranberry Cheesecake recipe from Food.com.,15,120,2001-09-23,Cheesecake,,
df7202a7-3cb0-4d67-b44c-ecfaaf847ae7,Chocolate Chip Cookies (Grandma's From-Scratch - It's Easy!),"This chocolate chip cookie recipe came directly from my grandma, who always cooks from scratch! It's easy and everyone that has had them has asked for more!",15,10,2001-09-23,Drop Cookies,,
7bcbac87-43f9-4985-bf54-f75d398acdc2,Prime Rib Roast,Make and share this Prime Rib Roast recipe from Food.com.,5,120,2001-09-23,Roast Beef,,
2eb37291-f189-4538-97da-7025a22c5fa3,Strawberry and Orange Smoothie,Make and share this Strawberry and Orange Smoothie recipe from Food.com.,60,,2001-09-23,Smoothies,,
64f14079-0c8a-4b02-859d-3bf99ef302e8,Pepper Steak,Make and share this Pepper Steak recipe from Food.com.,10,42,2001-09-23,Meat,4,
56d8cd2b-962d-45e1-9f1b-9743ddaf354d,V-8 juice for canning,Make and share this V-8 juice for canning recipe from Food.com.,15,60,2001-09-23,Beverages,,
2f2ee6aa-3dcc-4599-bf0d-d309deaf60cf,Spinach Dip,Make and share this Spinach Dip recipe from Food.com.,10,,2001-09-23,Sauces,6,
c3772bc6-8a58-4afb-be5e-5fcaa4e0733d,Italian Sausage Vegetable Soup,Make and share this Italian Sausage Vegetable Soup recipe from Food.com.,30,60,2001-09-23,Cheese,,
c972b99d-470f-4ff3-90b2-1aff51ed463f,Marinated Flank Steak With Mustard Sauce,"Works well for a dinner party, barbecue party or Sunday dinner for the family. Serve with warm corn muffins/bread and salads, goes well with a rice/veggie salad.You'll get many compliments.",240,8,2001-09-23,Steak,12,
e06ff854-4c49-401d-8b91-953a89bc29e7,Danish Browned Cabbage With Caraway,This cabbage goes well with pork. It is a traditional Danish dish. The caraway gives it a lovely flavor.  You do not add any water with this recipe. It is cooked on the lowest number on your stove - there is enought moisture in thc cabbage that comes out as it slowly cooks.  I cover the pot after adding the caraway seeds. Remember to stir each time you pass the stove.  As mentioned by Swedish Chef in her review her MIL added an apple - I tried it and it is excellent.  Thanks SW,10,120,2001-09-23,Vegetable,4,
5929efd2-edbc-4f66-beb6-596f721f232e,Pumpkin & Sweet Potato Soup,This is a light but hearty soup that has lots of flavor. For a special occasion add some cream. I found the original recipe in a monthly womens magazine.,20,25,2001-09-23,Free Of...,6,
54ab753e-9595-4dcf-bc4b-514b69a94133,Havana Cake,Make and share this Havana Cake recipe from Food.com.,0,,2001-09-23,Dessert,,
e50fbfc0-9b91-42d4-9bd5-e6c47acb828b,Best Beef Stew,"Company stew but the family loves it too, like all stews it is even better the next day, can be refrigerated and reheated. Serve with a light salad and soft rolls to sop up the gravy.",60,140,2001-09-24,Stew,,
ce89c15a-e268-4ef2-9c70-40234620f3aa,Shirley Temple,Make and share this Shirley Temple recipe from Food.com.,2,,2001-09-24,Beverages,1,
d4204da4-ad44-4422-84e2-203be30e0f86,Pork tenderloin with Marmalade Sauce,Make and share this Pork tenderloin with Marmalade Sauce recipe from Food.com.,5,60,2001-09-24,Pork,,
aeb92588-f4c2-4c4d-a4d4-a2d621a81079,Paula's Easy Homemade (Tastes Like Fresh) Salsa,Make and share this Paula's Easy Homemade (Tastes Like Fresh) Salsa recipe from Food.com.,10,,2001-09-24,Sauces,,
b8a9afe1-f41e-4e93-94f5-9ee710f3c8f9,Blueberry Apples,"Our favorite dessert, made from fresh berries or from the berries in the freezer, in the middle of winter they are wonderful.
(try other berries too, cranberries are great!)",15,8,2001-09-24,Frozen Desserts,1,
7a8a148d-f738-4768-b306-bb26d3acf329,Roast Turkey (Easy Steps for New Cooks),"With Thanksgiving, Christmas etc sneaking up on us I thought it may be helpful for new cooks to have an easy step by step recipe for roasting a Turkey. This is a straight forward basic recipe. Add to the preparation time the time to make the stuffing and gravy. Happy cooking",30,360,2001-09-24,Whole Turkey,10,
44d796e8-8ce0-4d28-97c0-81260dead23a,Pumpkin Marble Cheesecake,Make and share this Pumpkin Marble Cheesecake recipe from Food.com.,25,55,2001-09-25,Cheesecake,,
b4ec7c2a-b5fc-4fcc-b1bf-ecfccd5d57ab,Halloween Cheddar Fondue (for the adults),Fondues are back and what a better time to try one than Halloween. You can serve this outdoors while watching the little nippers and the fireworks. It tastes great,10,15,2001-09-25,Cheese,6,
e2a040d5-9ffa-49c2-aad4-550a0647c4a7,Ramen Broccoli Slaw,This broccoli slaw in delicious - given to me by a friend so I don't know where it originated. It's better freshly made and not refrigerated. You can buy broccoli slaw in the prepackaged lettuce area of most supermarkets.,5,,2001-09-25,Vegetable,6,
fa8ad80f-e217-4826-a68f-92ba392deb16,Autumn Apple Cheesecake,Make and share this Autumn Apple Cheesecake recipe from Food.com.,25,70,2001-09-25,Cheesecake,,
2fa78327-4c4f-44ea-a4be-b41d256f96d3,Sour Cream Apple Pie,Make and share this Sour Cream Apple Pie recipe from Food.com.,30,45,2001-09-25,Pie,6,
95ef696b-e59c-4afe-83c6-ba01b00fc862,Halloween Bonfire Potatoes,Fireworks and bonfire potatoes - what a great combo. You can have any variety of toppings for the potatoes try traditional sour cream &amp; chives etc etc Use you imagination go wild!,20,60,2001-09-25,Potato,8,
6e7c611e-8127-456f-b251-7032226e6398,Cheese Onions,My mother had made these for years only for Thanksgiving. These are to good to only enjoy once a year. I finally coaxed the recipe from her and I make it for everyday occassions.,25,52,2001-09-25,Cheese,4,
c83bec04-a1b9-447f-90a5-8abb99d8f586,Savory Chuck Roast,Make and share this Savory Chuck Roast recipe from Food.com.,25,180,2001-09-25,Roast Beef,4,
89acdf10-3081-409e-a4a5-4633b3e844d4,Marzipan,Make and share this Marzipan recipe from Food.com.,15,,2001-09-25,Candy,,
f82d0b1e-c260-4952-a407-bd821e37de39,Streusel Plum Cake,"This cake is low in fat and not too sweet. The glaze is optional, it takes a minute to prepare and adds only a few more calories. Great way to use up fresh plumbs in season. We like it best without the glaze, which also helps the diabetic.",15,45,2001-09-25,Breads,10,
f4e107cb-3c8c-4da4-9203-1c5f1f6347d0,Mushroom and Pea Soup,Make and share this Mushroom and Pea Soup recipe from Food.com.,30,30,2001-09-26,< 60 Mins,4,
16c4caeb-b4dc-417e-9c55-3958e57cf148,Baked Sausage Potatoes and Cheese,Mmm...cheesy goodness. This is especially good on those cold days. I got this recipe from my mom and her best friend a couple of years ago and have been enjoying it ever since.,20,50,2001-09-26,Potato,,
ffe5a654-f4ca-4095-8d0d-e95a1ba1a360,Hamburger and Yorkshire pudding,"This is similar to"" Toad in the hole"", just a slightly different version. Love it on a blustery night.  Instead of meatballs take a shortcut (shown in the photo) use sausages - I used hot Italian and made only half the recipe. Worked well. I browned the sausages for 15 minutes in the oven before pouring in the Ice Cold Yorkshire Pudding. The Yorkshire was light and tasty.",15,35,2001-09-26,Meat,4,
552dfddf-0ee4-448e-bbf2-eac00072e80a,Bath Bombs,Bath bombs are (non-edible!) chunks of ... stuff that you throw in your bathwater. They soften the skin and smell great.,5,,2001-09-26,Bath/Beauty,,
087b73eb-f74b-42d7-9dea-8cf6f7c59f52,Pork Chops &quot;n&quot; Stuffing,This is a hearty filling meal with potato and a veggie. Easy to make and great on those cold winter nights.,15,60,2001-09-26,Pork,4,
3f32101f-650a-4d1f-99ed-35c9d7ec2f30,Kentucky Fried Chicken Seasoning Mix,Make and share this Kentucky Fried Chicken Seasoning Mix recipe from Food.com.,5,45,2001-09-26,Chicken,,
a92a63f8-404d-4583-b8d7-29d55e649769,Deep Fried Ice Cream,"It was passed on to me by my friend, Sanjay Prakash who is a genius chef himself! It is as special as its name, very unique, very tasty!",100,35,2001-09-26,Frozen Desserts,2,
679a1ee7-1d2e-42a5-bbe6-07b382627876,Stuffed Chard (Brenda Pulvermacher - Quadra Island),"From one of my favourite cookbooks &quot;Island cookery -Quadra Island Child Care Society&quot;. Real nice way to serve chard, with more taste than cabbage rolls, also a nice change from the usual tomato sauce. I like to sprinkle them with grated parmesan.",30,30,2001-09-26,Lunch/Snacks,4,
55f24840-0368-4ed3-b242-8bae13b40ca9,Pork Chops in Onion Sauce (Schweinekotelett in Zwiebelsosse),Make and share this Pork Chops in Onion Sauce (Schweinekotelett in Zwiebelsosse) recipe from Food.com.,10,25,2001-09-26,Pork,4,
abd644aa-1c9a-41da-8e02-ba0fd9583f88,Yams Sensational,"Just right for the holidays! Serve this delicious, pretty yam dish and your friends will think you're a gourmet chef. Hint: It's really easy to prepare! Tested at high altitude.",60,20,2001-09-26,Vegetable,4,
